sub_id,row_index,contribution_receipt_amount,flag,evidence
4080620251215495757,172204,-100.0,refund_or_adjustment,negative_amount
4112020241071387367,172208,-165.0,refund_or_adjustment,negative_amount
4020620251143653625,172464,-5000.0,refund_or_adjustment,negative_amount
4102420231807010736,172540,-130.0,refund_or_adjustment,negative_amount
4072420241978930237,173015,-12.5,refund_or_adjustment,negative_amount
4080620251215493578,173610,-50.0,refund_or_adjustment,negative_amount
4102420231807011433,173884,-150.0,refund_or_adjustment,negative_amount
4092320242041367924,174852,-25.51,refund_or_adjustment,negative_amount
4102420231807010800,175088,-25.0,refund_or_adjustment,negative_amount
4102420231807010577,176259,-25.0,refund_or_adjustment,negative_amount
4092320242041369580,176412,-150.0,refund_or_adjustment,negative_amount
4032020251180458882,176562,-125.0,refund_or_adjustment,negative_amount
4080620251215494426,178290,-50.0,refund_or_adjustment,negative_amount
4062120241961882343,181858,0.0,zero_amount_void_or_refund,zero_amount
4021220241824545485,182071,0.0,zero_amount_void_or_refund,zero_amount
4021220241824545249,182407,0.0,zero_amount_void_or_refund,zero_amount
4022620261359401403,183330,-140000.0,refund_or_adjustment,negative_amount
4022620261359401155,183384,0.0,zero_amount_void_or_refund,zero_amount
4022620261359401138,183412,0.0,zero_amount_void_or_refund,zero_amount
4030420261386077979,184370,-50.0,refund_or_adjustment,negative_amount
4030420261386077153,184590,-75.0,refund_or_adjustment,negative_amount
4030420261386077811,185781,-175.0,refund_or_adjustment,negative_amount
4030420261386077525,185848,-350.0,refund_or_adjustment,negative_amount
4030420261386077162,185939,-110.25,refund_or_adjustment,negative_amount
4030420261386077576,186559,-50.0,refund_or_adjustment,negative_amount
4030420261386076502,186721,-25.0,refund_or_adjustment,negative_amount
4031920261424760773,187739,-175.0,refund_or_adjustment,negative_amount
4031920261424761301,188381,-25.0,refund_or_adjustment,negative_amount
4031920261424760873,188539,-250.0,refund_or_adjustment,negative_amount
4031920261424760859,188543,-350.0,refund_or_adjustment,negative_amount
4031920261424760617,188612,-90.0,refund_or_adjustment,negative_amount
4031920261424760418,189925,-25.0,refund_or_adjustment,negative_amount
4032320261425017558,190565,-37.5,refund_or_adjustment,negative_amount
4032320261425017470,190885,-25.0,refund_or_adjustment,negative_amount
4032320261425017101,190963,-175.0,refund_or_adjustment,negative_amount
4032320261425017853,191799,-83.35,refund_or_adjustment,negative_amount
4032320261425018010,193261,-100.0,refund_or_adjustment,negative_amount
4032320261425017721,193322,-25.0,refund_or_adjustment,negative_amount
4032320261425017345,193460,-175.0,refund_or_adjustment,negative_amount
4032320261425017103,193515,-350.0,refund_or_adjustment,negative_amount
4052620261511337397,194665,-100.0,refund_or_adjustment,negative_amount
4052620261511337178,194666,-100.0,refund_or_adjustment,negative_amount
4052620261511338241,195084,-40.0,refund_or_adjustment,negative_amount
4052620261511337933,195134,-100.0,refund_or_adjustment,negative_amount
4052620261511339082,195913,-100.0,refund_or_adjustment,negative_amount
4052620261511338340,196039,-10.0,refund_or_adjustment,negative_amount
4052620261511338991,196795,-10.4,refund_or_adjustment,negative_amount
4052620261511338980,196802,-10.4,refund_or_adjustment,negative_amount
4052620261511337816,197001,-50.0,refund_or_adjustment,negative_amount
4061720261521511934,199382,-25.0,refund_or_adjustment,negative_amount
4061720261521512462,199902,-165.0,refund_or_adjustment,negative_amount
4061720261521512780,201874,-175.0,refund_or_adjustment,negative_amount
4061720261521511971,201981,-75.0,refund_or_adjustment,negative_amount
4060220261512117386,202400,-1000.0,refund_or_adjustment,negative_amount
4070720261523716253,202932,-12.5,refund_or_adjustment,negative_amount
4070720261523716251,202933,-0.25,refund_or_adjustment,negative_amount
4070720261523715745,204312,-350.0,refund_or_adjustment,negative_amount
4070720261523715342,204410,-175.0,refund_or_adjustment,negative_amount
4070720261523715332,204412,-175.0,refund_or_adjustment,negative_amount
4070720261523716113,205422,-50.0,refund_or_adjustment,negative_amount
4070720261523716932,206877,0.0,zero_amount_void_or_refund,zero_amount
4070720261523716240,207008,-25.0,refund_or_adjustment,negative_amount
4070720261523716121,207027,-200.0,refund_or_adjustment,negative_amount
